Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  499998/875099      std::vector<Bond, std::allocator<Bond> >::size() const [23]
                0.00    0.00  249999/500000      __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [30]
                0.00    0.00  249999/249999      Lattice::getBinomialDistribution(unsigned int, double, unsigned int) [44]
-----------------------------------------------
                0.00    0.05       1/1           DebugLattice::printSites() [2]
[4]     92.0    0.00    0.05       1         Lattice::activateSites() [4]
                0.01    0.04  375000/375000      Lattice::activateBond(Bond&) [3]
                0.00    0.00  375001/875099      std::vector<Bond, std::allocator<Bond> >::size() const [23]
                0.00    0.00  375000/375000      std::vector<Bond, std::allocator<Bond> >::operator[](unsigned long) [37]
                0.00    0.00       1/1           Lattice::shuffleBonds() [151]
-----------------------------------------------
                             2088279             Lattice::getRootNode(int) [5]
                0.02    0.00 2583704/2583704     Lattice::activateBond(Bond&) [3]
[5]     40.0    0.02    0.00 2583704+2088279 Lattice::getRootNode(int) [5]
                0.00    0.00 6760262/10260250     std::vector<int, std::allocator<int> >::operator[](unsigned long) [20]
                             2088279             Lattice::getRootNode(int) [5]
-----------------------------------------------
                0.00    0.00       2/500000      Lattice::Lattice(int) [13]
                0.01    0.00  499998/500000      Lattice::activateBond(Bond&) [3]
[6]     28.0    0.01    0.00  500000         Lattice::getPvalue() [6]
                0.00    0.00  500000/1250002     std::vector<int, std::allocator<int> >::size() const [7]
                0.00    0.00  500000/10260250     std::vector<int, std::allocator<int> >::operator[](unsigned long) [20]
-----------------------------------------------
                0.00    0.00  250000/1250002     Lattice::getChi(int) [10]
                0.00    0.00  250001/1250002     Lattice::generateNeighbors() [9]
                0.00    0.00  250001/1250002     DebugLattice::printSites() [2]
                0.00    0.00  500000/1250002     Lattice::getPvalue() [6]
[7]     20.0    0.01    0.00 1250002         std::vector<int, std::allocator<int> >::size() const [7]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[8]      4.0    0.00    0.00       1         DebugLattice::printBonds() [8]
                0.00    0.00       1/1           Lattice::generateNeighbors() [9]
-----------------------------------------------
                0.00    0.00       1/1           DebugLattice::printBonds() [8]
[9]      4.0    0.00    0.00       1         Lattice::generateNeighbors() [9]
                0.00    0.00  250001/1250002     std::vector<int, std::allocator<int> >::size() const [7]
                0.00    0.00  250000/250000      HoneycombLattice::findNeighbor(int) [42]
-----------------------------------------------
                0.00    0.00       1/250000      Lattice::Lattice(int) [13]
                0.00    0.00  249999/250000      Lattice::activateBond(Bond&) [3]
[10]     4.0    0.00    0.00  250000         Lattice::getChi(int) [10]
                0.00    0.00  250000/1250002     std::vector<int, std::allocator<int> >::size() const [7]
                0.00    0.00  250000/500000      __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [30]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[11]     0.0    0.00    0.00       1         DebugLattice::DebugLattice(int) [11]
                0.00    0.00       1/1           HoneycombLattice::HoneycombLattice(int) [12]
-----------------------------------------------
                0.00    0.00       1/1           DebugLattice::DebugLattice(int) [11]
[12]     0.0    0.00    0.00       1         HoneycombLattice::HoneycombLattice(int) [12]
                0.00    0.00       1/1           Lattice::Lattice(int) [13]
-----------------------------------------------
                0.00    0.00       1/1           HoneycombLattice::HoneycombLattice(int) [12]
[13]     0.0    0.00    0.00       1         Lattice::Lattice(int) [13]
                0.00    0.00       2/500000      Lattice::getPvalue() [6]
                0.00    0.00       1/250000      Lattice::getChi(int) [10]
                0.00    0.00       1/1           std::vector<Bond, std::allocator<Bond> >::vector() [190]
                0.00    0.00       1/2           std::allocator<int>::allocator() [124]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [199]
                0.00    0.00       1/3           std::allocator<int>::~allocator() [92]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector() [200]
                0.00    0.00       1/1           std::allocator<double>::allocator() [164]
                0.00    0.00       1/2           std::allocator<double>::~allocator() [123]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [194]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::end() [197]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [198]
                0.00    0.00       1/1           void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [215]
                0.00    0.00       1/500000      __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [30]
-----------------------------------------------
                0.00    0.00  500000/10260250     Lattice::getPvalue() [6]
                0.00    0.00 2999988/10260250     Lattice::activateBond(Bond&) [3]
                0.00    0.00 6760262/10260250     Lattice::getRootNode(int) [5]
[20]     0.0    0.00    0.00 10260250         std::vector<int, std::allocator<int> >::operator[](unsigned long) [20]
-----------------------------------------------
                0.00    0.00  749998/2249998     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::difference_type __gnu_cxx::operator-<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [39]
                0.00    0.00 1500000/2249998     bool __gnu_cxx::operator!=<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [25]
[21]     0.0    0.00    0.00 2249998         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [21]
-----------------------------------------------
                0.00    0.00 1124946/1124946     std::enable_if<std::__and_<std::is_move_constructible<Bond>, std::is_move_assignable<Bond> >::value, void>::type std::swap<Bond>(Bond&, Bond&) [40]
[22]     0.0    0.00    0.00 1124946         std::remove_reference<Bond&>::type&& std::move<Bond&>(Bond&) [22]
-----------------------------------------------
                0.00    0.00      20/875099      void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
                0.00    0.00      80/875099      std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [73]
                0.00    0.00  375001/875099      Lattice::activateSites() [4]
                0.00    0.00  499998/875099      Lattice::activateBond(Bond&) [3]
[23]     0.0    0.00    0.00  875099         std::vector<Bond, std::allocator<Bond> >::size() const [23]
-----------------------------------------------
                0.00    0.00      20/750020      void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
                0.00    0.00  375000/750020      void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [35]
                0.00    0.00  375000/750020      void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [33]
[24]     0.0    0.00    0.00  750020         Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [24]
-----------------------------------------------
                0.00    0.00  750000/750000      void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [206]
[25]     0.0    0.00    0.00  750000         bool __gnu_cxx::operator!=<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [25]
                0.00    0.00 1500000/2249998     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [21]
-----------------------------------------------
                0.00    0.00       1/749998      void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double>(double&&) [192]
                0.00    0.00  249999/749998      void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
                0.00    0.00  249999/749998      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00  249999/749998      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
[26]     0.0    0.00    0.00  749998         double&& std::forward<double>(std::remove_reference<double>::type&) [26]
-----------------------------------------------
                0.00    0.00  749997/749997      Lattice::activateBond(Bond&) [3]
[27]     0.0    0.00    0.00  749997         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [27]
-----------------------------------------------
                0.00    0.00  749964/749964      void std::iter_swap<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [41]
[28]     0.0    0.00    0.00  749964         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator*() const [28]
-----------------------------------------------
                0.00    0.00  249999/624999      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
                0.00    0.00  375000/624999      void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [33]
[29]     0.0    0.00    0.00  624999         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00       1/500000      Lattice::Lattice(int) [13]
                0.00    0.00  249999/500000      Lattice::activateBond(Bond&) [3]
                0.00    0.00  250000/500000      Lattice::getChi(int) [10]
[30]     0.0    0.00    0.00  500000         __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [30]
-----------------------------------------------
                0.00    0.00  437248/437248      HoneycombLattice::findNeighbor(int) [42]
[31]     0.0    0.00    0.00  437248         HoneycombLattice::checkIfEvenNumber(int) [31]
-----------------------------------------------
                0.00    0.00       1/375002      std::vector<Bond, std::allocator<Bond> >::begin() [189]
                0.00    0.00       1/375002      std::vector<Bond, std::allocator<Bond> >::end() [188]
                0.00    0.00  375000/375002      __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator+(long) const [34]
[32]     0.0    0.00    0.00  375002         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [32]
-----------------------------------------------
                0.00    0.00  375000/375000      void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [35]
[33]     0.0    0.00    0.00  375000         void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [33]
                0.00    0.00  375000/750020      Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [24]
                0.00    0.00  375000/624999      operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00  375000/375000      void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [206]
[34]     0.0    0.00    0.00  375000         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator+(long) const [34]
                0.00    0.00  375000/375002      __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [32]
-----------------------------------------------
                0.00    0.00      20/375000      void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
                0.00    0.00  374980/375000      std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [36]
[35]     0.0    0.00    0.00  375000         void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [35]
                0.00    0.00  375000/750020      Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [24]
                0.00    0.00  375000/375000      void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [33]
-----------------------------------------------
                0.00    0.00  375000/375000      HoneycombLattice::findNeighbor(int) [42]
[36]     0.0    0.00    0.00  375000         std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [36]
                0.00    0.00  374980/375000      void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [35]
                0.00    0.00      20/20          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
-----------------------------------------------
                0.00    0.00  375000/375000      Lattice::activateSites() [4]
[37]     0.0    0.00    0.00  375000         std::vector<Bond, std::allocator<Bond> >::operator[](unsigned long) [37]
-----------------------------------------------
                0.00    0.00  374999/374999      void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [206]
[38]     0.0    0.00    0.00  374999         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator++() [38]
-----------------------------------------------
                0.00    0.00  374999/374999      void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [206]
[39]     0.0    0.00    0.00  374999         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::difference_type __gnu_cxx::operator-<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [39]
                0.00    0.00  749998/2249998     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [21]
-----------------------------------------------
                0.00    0.00  374982/374982      void std::iter_swap<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [41]
[40]     0.0    0.00    0.00  374982         std::enable_if<std::__and_<std::is_move_constructible<Bond>, std::is_move_assignable<Bond> >::value, void>::type std::swap<Bond>(Bond&, Bond&) [40]
                0.00    0.00 1124946/1124946     std::remove_reference<Bond&>::type&& std::move<Bond&>(Bond&) [22]
-----------------------------------------------
                0.00    0.00  374982/374982      void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [206]
[41]     0.0    0.00    0.00  374982         void std::iter_swap<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [41]
                0.00    0.00  749964/749964      __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator*() const [28]
                0.00    0.00  374982/374982      std::enable_if<std::__and_<std::is_move_constructible<Bond>, std::is_move_assignable<Bond> >::value, void>::type std::swap<Bond>(Bond&, Bond&) [40]
-----------------------------------------------
                0.00    0.00  250000/250000      Lattice::generateNeighbors() [9]
[42]     0.0    0.00    0.00  250000         HoneycombLattice::findNeighbor(int) [42]
                0.00    0.00  437248/437248      HoneycombLattice::checkIfEvenNumber(int) [31]
                0.00    0.00  375000/375000      std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [36]
                0.00    0.00  249999/249999      HoneycombLattice::checkIfFirstRow(int) [43]
                0.00    0.00  249749/249749      HoneycombLattice::checkIfLastColumn(int) [50]
                0.00    0.00  187248/187248      HoneycombLattice::checkIfEvenRow(int) [51]
                0.00    0.00   62250/62250       HoneycombLattice::checkIfLastRow(int) [52]
-----------------------------------------------
                0.00    0.00  249999/249999      HoneycombLattice::findNeighbor(int) [42]
[43]     0.0    0.00    0.00  249999         HoneycombLattice::checkIfFirstRow(int) [43]
-----------------------------------------------
                0.00    0.00  249999/249999      Lattice::activateBond(Bond&) [3]
[44]     0.0    0.00    0.00  249999         Lattice::getBinomialDistribution(unsigned int, double, unsigned int) [44]
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >::push_back(double&&) [48]
-----------------------------------------------
                0.00    0.00  249999/249999      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
[45]     0.0    0.00    0.00  249999         void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
                0.00    0.00  249999/749998      double&& std::forward<double>(std::remove_reference<double>::type&) [26]
                0.00    0.00  249999/624999      operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00       1/249999      void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double>(double&&) [192]
                0.00    0.00  249998/249999      void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
[46]     0.0    0.00    0.00  249999         void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00  249999/749998      double&& std::forward<double>(std::remove_reference<double>::type&) [26]
                0.00    0.00  249999/249999      void __gnu_cxx::new_allocator<double>::construct<double, double>(double*, double&&) [45]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >::push_back(double&&) [48]
[47]     0.0    0.00    0.00  249999         void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
                0.00    0.00  249999/749998      double&& std::forward<double>(std::remove_reference<double>::type&) [26]
                0.00    0.00  249998/249999      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00       1/1           void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double>(double&&) [192]
-----------------------------------------------
                0.00    0.00  249999/249999      Lattice::getBinomialDistribution(unsigned int, double, unsigned int) [44]
[48]     0.0    0.00    0.00  249999         std::vector<double, std::allocator<double> >::push_back(double&&) [48]
                0.00    0.00  249999/249999      std::remove_reference<double&>::type&& std::move<double&>(double&) [49]
                0.00    0.00  249999/249999      void std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
-----------------------------------------------
                0.00    0.00  249999/249999      std::vector<double, std::allocator<double> >::push_back(double&&) [48]
[49]     0.0    0.00    0.00  249999         std::remove_reference<double&>::type&& std::move<double&>(double&) [49]
-----------------------------------------------
                0.00    0.00  249749/249749      HoneycombLattice::findNeighbor(int) [42]
[50]     0.0    0.00    0.00  249749         HoneycombLattice::checkIfLastColumn(int) [50]
-----------------------------------------------
                0.00    0.00  187248/187248      HoneycombLattice::findNeighbor(int) [42]
[51]     0.0    0.00    0.00  187248         HoneycombLattice::checkIfEvenRow(int) [51]
-----------------------------------------------
                0.00    0.00   62250/62250       HoneycombLattice::findNeighbor(int) [42]
[52]     0.0    0.00    0.00   62250         HoneycombLattice::checkIfLastRow(int) [52]
-----------------------------------------------
                0.00    0.00      20/60          __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [72]
                0.00    0.00      40/60          std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [60]
[53]     0.0    0.00    0.00      60         __gnu_cxx::new_allocator<Bond>::max_size() const [53]
-----------------------------------------------
                0.00    0.00      60/60          Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [81]
[54]     0.0    0.00    0.00      60         Bond* std::__niter_base<Bond*>(Bond*) [54]
-----------------------------------------------
                0.00    0.00       1/41          std::vector<Bond, std::allocator<Bond> >::~vector() [191]
                0.00    0.00      40/41          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
[55]     0.0    0.00    0.00      41         std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [55]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Bond, std::allocator<Bond> >::max_size() const [58]
[56]     0.0    0.00    0.00      40         std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [56]
-----------------------------------------------
                0.00    0.00      40/40          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [61]
[57]     0.0    0.00    0.00      40         std::move_iterator<Bond*>::base() const [57]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [73]
[58]     0.0    0.00    0.00      40         std::vector<Bond, std::allocator<Bond> >::max_size() const [58]
                0.00    0.00      40/40          std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [56]
                0.00    0.00      40/40          std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [60]
-----------------------------------------------
                0.00    0.00      40/40          std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [63]
[59]     0.0    0.00    0.00      40         std::move_iterator<Bond*>::move_iterator(Bond*) [59]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Bond, std::allocator<Bond> >::max_size() const [58]
[60]     0.0    0.00    0.00      40         std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [60]
                0.00    0.00      40/60          __gnu_cxx::new_allocator<Bond>::max_size() const [53]
-----------------------------------------------
                0.00    0.00      40/40          Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [85]
[61]     0.0    0.00    0.00      40         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [61]
                0.00    0.00      40/40          std::move_iterator<Bond*>::base() const [57]
                0.00    0.00      40/40          Bond* std::__miter_base<Bond*>(Bond*) [62]
-----------------------------------------------
                0.00    0.00      40/40          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [61]
[62]     0.0    0.00    0.00      40         Bond* std::__miter_base<Bond*>(Bond*) [62]
-----------------------------------------------
                0.00    0.00      40/40          Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [84]
[63]     0.0    0.00    0.00      40         std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [63]
                0.00    0.00      40/40          std::move_iterator<Bond*>::move_iterator(Bond*) [59]
-----------------------------------------------
                0.00    0.00       6/36          arma::solve_opts::opts_none::opts_none() [97]
                0.00    0.00       6/36          arma::solve_opts::opts_fast::opts_fast() [96]
                0.00    0.00       6/36          arma::solve_opts::opts_equilibrate::opts_equilibrate() [95]
                0.00    0.00       6/36          arma::solve_opts::opts_no_approx::opts_no_approx() [94]
                0.00    0.00       6/36          arma::solve_opts::opts_triu::opts_triu() [99]
                0.00    0.00       6/36          arma::solve_opts::opts_tril::opts_tril() [98]
[64]     0.0    0.00    0.00      36         arma::solve_opts::opts::opts(unsigned long long) [64]
-----------------------------------------------
                0.00    0.00       6/30          arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [103]
                0.00    0.00       6/30          arma::gmm_seed_static_subset::gmm_seed_static_subset() [107]
                0.00    0.00       6/30          arma::gmm_seed_static_spread::gmm_seed_static_spread() [106]
                0.00    0.00       6/30          arma::gmm_seed_random_subset::gmm_seed_random_subset() [105]
                0.00    0.00       6/30          arma::gmm_seed_random_spread::gmm_seed_random_spread() [104]
[65]     0.0    0.00    0.00      30         arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [65]
-----------------------------------------------
                0.00    0.00      21/21          void std::_Destroy<Bond*>(Bond*, Bond*) [69]
[66]     0.0    0.00    0.00      21         void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [66]
-----------------------------------------------
                0.00    0.00       1/21          std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [171]
                0.00    0.00      20/21          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
[67]     0.0    0.00    0.00      21         std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [67]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [76]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [161]
                0.00    0.00      20/21          std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [73]
[68]     0.0    0.00    0.00      21         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [68]
-----------------------------------------------
                0.00    0.00      21/21          void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [70]
[69]     0.0    0.00    0.00      21         void std::_Destroy<Bond*>(Bond*, Bond*) [69]
                0.00    0.00      21/21          void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [66]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<Bond, std::allocator<Bond> >::~vector() [191]
                0.00    0.00      20/21          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [79]
[70]     0.0    0.00    0.00      21         void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [70]
                0.00    0.00      21/21          void std::_Destroy<Bond*>(Bond*, Bond*) [69]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [76]
[71]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Bond>::deallocate(Bond*, unsigned long) [71]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [77]
[72]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [72]
                0.00    0.00      20/60          __gnu_cxx::new_allocator<Bond>::max_size() const [53]
