Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.14    0.01 1999987/1999987     void std::iter_swap<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [9]
[10]    10.3    0.14    0.01 1999987         std::enable_if<std::__and_<std::is_move_constructible<Bond>, std::is_move_assignable<Bond> >::value, void>::type std::swap<Bond>(Bond&, Bond&) [10]
                0.01    0.00 5999961/5999961     std::remove_reference<Bond&>::type&& std::move<Bond&>(Bond&) [30]
-----------------------------------------------
                0.00    0.08       1/1           main [1]
[11]     5.3    0.00    0.08       1         DebugLattice::printBonds() [11]
                0.00    0.08       1/1           Lattice::generateNeighbors() [12]
-----------------------------------------------
                0.00    0.08       1/1           DebugLattice::printBonds() [11]
[12]     5.3    0.00    0.08       1         Lattice::generateNeighbors() [12]
                0.02    0.06 1000000/1000000     SquareLattice::findNeighbor(int) [13]
                0.00    0.00 1000001/5000002     std::vector<int, std::allocator<int> >::size() const [31]
-----------------------------------------------
                0.02    0.06 1000000/1000000     Lattice::generateNeighbors() [12]
[13]     5.2    0.02    0.06 1000000         SquareLattice::findNeighbor(int) [13]
                0.01    0.05 2000000/2000000     std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [14]
-----------------------------------------------
                0.01    0.05 2000000/2000000     SquareLattice::findNeighbor(int) [13]
[14]     3.8    0.01    0.05 2000000         std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [14]
                0.00    0.05 1999978/2000000     void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [16]
                0.00    0.00      22/22          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
-----------------------------------------------
                0.04    0.01 2000000/2000000     Lattice::activateBond(Bond&) [4]
[15]     3.3    0.04    0.01 2000000         Lattice::pushBinomialCoeff() [15]
                0.01    0.00 2000000/4000112     std::vector<Bond, std::allocator<Bond> >::size() const [29]
                0.00    0.00 2000000/4000000     void arma::arma_check<char [37]>(bool, char const (&) [37]) [45]
-----------------------------------------------
                0.00    0.00      22/2000000     void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
                0.00    0.05 1999978/2000000     std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [14]
[16]     3.1    0.00    0.05 2000000         void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [16]
                0.02    0.02 2000000/2000000     void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [17]
                0.01    0.00 2000000/4000022     Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [27]
-----------------------------------------------
                0.02    0.02 2000000/2000000     void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [16]
[17]     2.4    0.02    0.02 2000000         void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [17]
                0.01    0.00 2000000/4000022     Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [27]
                0.01    0.00 2000000/2000000     operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.02    0.01 4000000/4000000     void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [7]
[18]     2.3    0.02    0.01 4000000         bool __gnu_cxx::operator!=<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [18]
                0.01    0.00 8000000/11999998     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [26]
-----------------------------------------------
                0.00    0.00       1/1000000     Lattice::Lattice(int) [22]
                0.03    0.00  999999/1000000     Lattice::activateBond(Bond&) [4]
[19]     2.2    0.03    0.00 1000000         Lattice::getChi(int) [19]
                0.00    0.00 1000000/5000002     std::vector<int, std::allocator<int> >::size() const [31]
                0.00    0.00 1000000/2000000     __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [50]
-----------------------------------------------
                0.00    0.03       1/1           main [1]
[20]     2.1    0.00    0.03       1         DebugLattice::DebugLattice(int) [20]
                0.00    0.03       1/1           SquareLattice::SquareLattice(int) [21]
-----------------------------------------------
                0.00    0.03       1/1           DebugLattice::DebugLattice(int) [20]
[21]     2.1    0.00    0.03       1         SquareLattice::SquareLattice(int) [21]
                0.00    0.03       1/1           Lattice::Lattice(int) [22]
-----------------------------------------------
                0.00    0.03       1/1           SquareLattice::SquareLattice(int) [21]
[22]     2.1    0.00    0.03       1         Lattice::Lattice(int) [22]
                0.00    0.03       1/1           arma::Mat<double>::set_size(unsigned long long) [23]
                0.00    0.00       1/1000000     Lattice::getChi(int) [19]
                0.00    0.00       2/2000000     Lattice::getPvalue() [25]
                0.00    0.00       1/1           std::vector<Bond, std::allocator<Bond> >::vector() [165]
                0.00    0.00       1/2           std::allocator<int>::allocator() [110]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [170]
                0.00    0.00       1/3           std::allocator<int>::~allocator() [85]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector() [171]
                0.00    0.00       1/1           arma::Col<double>::Col() [131]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::end() [168]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::begin() [169]
                0.00    0.00       1/1           void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [176]
                0.00    0.00       1/1           arma::Mat<double>::fill(double) [133]
                0.00    0.00       1/2000000     __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [50]
-----------------------------------------------
                0.00    0.03       1/1           Lattice::Lattice(int) [22]
[23]     2.1    0.00    0.03       1         arma::Mat<double>::set_size(unsigned long long) [23]
                0.03    0.00       1/1           arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [24]
-----------------------------------------------
                0.03    0.00       1/1           arma::Mat<double>::set_size(unsigned long long) [23]
[24]     2.1    0.03    0.00       1         arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [24]
                0.00    0.00       1/1           void arma::arma_check<char*>(bool, char* const&) [126]
                0.00    0.00       1/1           void arma::arma_check<char [74]>(bool, char const (&) [74]) [125]
                0.00    0.00       1/1           double* arma::memory::acquire<double>(unsigned long long) [137]
-----------------------------------------------
                0.00    0.00       2/2000000     Lattice::Lattice(int) [22]
                0.01    0.01 1999998/2000000     Lattice::activateBond(Bond&) [4]
[25]     1.5    0.01    0.01 2000000         Lattice::getPvalue() [25]
                0.01    0.00 2000000/49569611     std::vector<int, std::allocator<int> >::operator[](unsigned long) [8]
                0.00    0.00 2000000/5000002     std::vector<int, std::allocator<int> >::size() const [31]
-----------------------------------------------
                0.01    0.00 3999998/11999998     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::difference_type __gnu_cxx::operator-<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [33]
                0.01    0.00 8000000/11999998     bool __gnu_cxx::operator!=<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [18]
[26]     1.4    0.02    0.00 11999998         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [26]
-----------------------------------------------
                0.00    0.00      22/4000022     void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
                0.01    0.00 2000000/4000022     void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [16]
                0.01    0.00 2000000/4000022     void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [17]
[27]     1.4    0.02    0.00 4000022         Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [27]
-----------------------------------------------
                0.02    0.00 2999997/2999997     Lattice::activateBond(Bond&) [4]
[28]     1.4    0.02    0.00 2999997         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [28]
-----------------------------------------------
                0.00    0.00      22/4000112     void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
                0.00    0.00      88/4000112     std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [38]
                0.01    0.00 2000000/4000112     Lattice::pushBinomialCoeff() [15]
                0.01    0.00 2000002/4000112     Lattice::activateSites() [3]
[29]     1.0    0.02    0.00 4000112         std::vector<Bond, std::allocator<Bond> >::size() const [29]
-----------------------------------------------
                0.01    0.00 5999961/5999961     std::enable_if<std::__and_<std::is_move_constructible<Bond>, std::is_move_assignable<Bond> >::value, void>::type std::swap<Bond>(Bond&, Bond&) [10]
[30]     0.7    0.01    0.00 5999961         std::remove_reference<Bond&>::type&& std::move<Bond&>(Bond&) [30]
-----------------------------------------------
                0.00    0.00 1000000/5000002     Lattice::getChi(int) [19]
                0.00    0.00 1000001/5000002     Lattice::generateNeighbors() [12]
                0.00    0.00 1000001/5000002     DebugLattice::printSites() [2]
                0.00    0.00 2000000/5000002     Lattice::getPvalue() [25]
[31]     0.7    0.01    0.00 5000002         std::vector<int, std::allocator<int> >::size() const [31]
-----------------------------------------------
                                                 <spontaneous>
[32]     0.7    0.01    0.00                 Lattice::getAverageClusterSize() [32]
-----------------------------------------------
                0.00    0.01 1999999/1999999     void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [7]
[33]     0.5    0.00    0.01 1999999         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::difference_type __gnu_cxx::operator-<Bond*, std::vector<Bond, std::allocator<Bond> > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > const&) [33]
                0.01    0.00 3999998/11999998     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::base() const [26]
-----------------------------------------------
                0.01    0.00 2000000/2000000     void __gnu_cxx::new_allocator<Bond>::construct<Bond, Bond const&>(Bond*, Bond const&) [17]
[34]     0.3    0.01    0.00 2000000         operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.01    0.00       1/1           __libc_csu_init [36]
[35]     0.3    0.01    0.00       1         _GLOBAL__sub_I__ZN7LatticeC2Ei [35]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [121]
-----------------------------------------------
                                                 <spontaneous>
[36]     0.3    0.00    0.01                 __libc_csu_init [36]
                0.01    0.00       1/1           _GLOBAL__sub_I__ZN7LatticeC2Ei [35]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [119]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [14]
[37]     0.0    0.00    0.00      22         void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
                0.00    0.00      22/2000000     void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [16]
                0.00    0.00      22/22          std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [38]
                0.00    0.00      22/4000022     Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [27]
                0.00    0.00      22/4000112     std::vector<Bond, std::allocator<Bond> >::size() const [29]
                0.00    0.00      44/45          std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [54]
                0.00    0.00      22/22          std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [72]
                0.00    0.00      22/22          Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [80]
                0.00    0.00      22/23          void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
                0.00    0.00      22/23          std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
[38]     0.0    0.00    0.00      22         std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [38]
                0.00    0.00      88/4000112     std::vector<Bond, std::allocator<Bond> >::size() const [29]
                0.00    0.00      44/44          std::vector<Bond, std::allocator<Bond> >::max_size() const [57]
                0.00    0.00      22/22          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [81]
-----------------------------------------------
                0.00    0.00 2000000/4000000     Lattice::activateSites() [3]
                0.00    0.00 2000000/4000000     Lattice::pushBinomialCoeff() [15]
[45]     0.0    0.00    0.00 4000000         void arma::arma_check<char [37]>(bool, char const (&) [37]) [45]
-----------------------------------------------
                0.00    0.00 3999974/3999974     void std::iter_swap<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [9]
[46]     0.0    0.00    0.00 3999974         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator*() const [46]
-----------------------------------------------
                0.00    0.00       1/2000002     std::vector<Bond, std::allocator<Bond> >::begin() [164]
                0.00    0.00       1/2000002     std::vector<Bond, std::allocator<Bond> >::end() [163]
                0.00    0.00 2000000/2000002     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator+(long) const [48]
[47]     0.0    0.00    0.00 2000002         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [47]
-----------------------------------------------
                0.00    0.00 2000000/2000000     void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [7]
[48]     0.0    0.00    0.00 2000000         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator+(long) const [48]
                0.00    0.00 2000000/2000002     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [47]
-----------------------------------------------
                0.00    0.00 2000000/2000000     Lattice::activateSites() [3]
[49]     0.0    0.00    0.00 2000000         std::vector<Bond, std::allocator<Bond> >::operator[](unsigned long) [49]
-----------------------------------------------
                0.00    0.00       1/2000000     Lattice::Lattice(int) [22]
                0.00    0.00  999999/2000000     Lattice::activateBond(Bond&) [4]
                0.00    0.00 1000000/2000000     Lattice::getChi(int) [19]
[50]     0.0    0.00    0.00 2000000         __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [50]
-----------------------------------------------
                0.00    0.00 1999999/1999999     void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >) [7]
[51]     0.0    0.00    0.00 1999999         __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::operator++() [51]
-----------------------------------------------
                0.00    0.00      22/66          __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [70]
                0.00    0.00      44/66          std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [59]
[52]     0.0    0.00    0.00      66         __gnu_cxx::new_allocator<Bond>::max_size() const [52]
-----------------------------------------------
                0.00    0.00      66/66          Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [77]
[53]     0.0    0.00    0.00      66         Bond* std::__niter_base<Bond*>(Bond*) [53]
-----------------------------------------------
                0.00    0.00       1/45          std::vector<Bond, std::allocator<Bond> >::~vector() [166]
                0.00    0.00      44/45          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
[54]     0.0    0.00    0.00      45         std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [54]
-----------------------------------------------
                0.00    0.00      44/44          std::vector<Bond, std::allocator<Bond> >::max_size() const [57]
[55]     0.0    0.00    0.00      44         std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [55]
-----------------------------------------------
                0.00    0.00      44/44          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [60]
[56]     0.0    0.00    0.00      44         std::move_iterator<Bond*>::base() const [56]
-----------------------------------------------
                0.00    0.00      44/44          std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [38]
[57]     0.0    0.00    0.00      44         std::vector<Bond, std::allocator<Bond> >::max_size() const [57]
                0.00    0.00      44/44          std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [55]
                0.00    0.00      44/44          std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [59]
-----------------------------------------------
                0.00    0.00      44/44          std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [62]
[58]     0.0    0.00    0.00      44         std::move_iterator<Bond*>::move_iterator(Bond*) [58]
-----------------------------------------------
                0.00    0.00      44/44          std::vector<Bond, std::allocator<Bond> >::max_size() const [57]
[59]     0.0    0.00    0.00      44         std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [59]
                0.00    0.00      44/66          __gnu_cxx::new_allocator<Bond>::max_size() const [52]
-----------------------------------------------
                0.00    0.00      44/44          Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [82]
[60]     0.0    0.00    0.00      44         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [60]
                0.00    0.00      44/44          Bond* std::__miter_base<Bond*>(Bond*) [61]
                0.00    0.00      44/44          std::move_iterator<Bond*>::base() const [56]
-----------------------------------------------
                0.00    0.00      44/44          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [60]
[61]     0.0    0.00    0.00      44         Bond* std::__miter_base<Bond*>(Bond*) [61]
-----------------------------------------------
                0.00    0.00      44/44          Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [80]
[62]     0.0    0.00    0.00      44         std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [62]
                0.00    0.00      44/44          std::move_iterator<Bond*>::move_iterator(Bond*) [58]
-----------------------------------------------
                0.00    0.00       6/36          arma::solve_opts::opts_none::opts_none() [90]
                0.00    0.00       6/36          arma::solve_opts::opts_fast::opts_fast() [89]
                0.00    0.00       6/36          arma::solve_opts::opts_equilibrate::opts_equilibrate() [88]
                0.00    0.00       6/36          arma::solve_opts::opts_no_approx::opts_no_approx() [87]
                0.00    0.00       6/36          arma::solve_opts::opts_triu::opts_triu() [92]
                0.00    0.00       6/36          arma::solve_opts::opts_tril::opts_tril() [91]
[63]     0.0    0.00    0.00      36         arma::solve_opts::opts::opts(unsigned long long) [63]
-----------------------------------------------
                0.00    0.00       6/30          arma::gmm_seed_keep_existing::gmm_seed_keep_existing() [96]
                0.00    0.00       6/30          arma::gmm_seed_static_subset::gmm_seed_static_subset() [100]
                0.00    0.00       6/30          arma::gmm_seed_static_spread::gmm_seed_static_spread() [99]
                0.00    0.00       6/30          arma::gmm_seed_random_subset::gmm_seed_random_subset() [98]
                0.00    0.00       6/30          arma::gmm_seed_random_spread::gmm_seed_random_spread() [97]
[64]     0.0    0.00    0.00      30         arma::gmm_seed_mode::gmm_seed_mode(unsigned long long) [64]
-----------------------------------------------
                0.00    0.00      23/23          void std::_Destroy<Bond*>(Bond*, Bond*) [67]
[65]     0.0    0.00    0.00      23         void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [65]
-----------------------------------------------
                0.00    0.00       1/23          std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [152]
                0.00    0.00      22/23          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
[66]     0.0    0.00    0.00      23         std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [66]
                0.00    0.00      22/22          std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00      23/23          void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
[67]     0.0    0.00    0.00      23         void std::_Destroy<Bond*>(Bond*, Bond*) [67]
                0.00    0.00      23/23          void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [65]
-----------------------------------------------
                0.00    0.00       1/23          std::vector<Bond, std::allocator<Bond> >::~vector() [166]
                0.00    0.00      22/23          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
[68]     0.0    0.00    0.00      23         void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
                0.00    0.00      23/23          void std::_Destroy<Bond*>(Bond*, Bond*) [67]
-----------------------------------------------
                0.00    0.00      22/22          std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [73]
[69]     0.0    0.00    0.00      22         __gnu_cxx::new_allocator<Bond>::deallocate(Bond*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00      22/22          std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [74]
[70]     0.0    0.00    0.00      22         __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [70]
                0.00    0.00      22/66          __gnu_cxx::new_allocator<Bond>::max_size() const [52]
-----------------------------------------------
                0.00    0.00      22/22          Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [76]
[71]     0.0    0.00    0.00      22         Bond* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Bond>(Bond const*, Bond const*, Bond*) [71]
-----------------------------------------------
                0.00    0.00      22/22          void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [37]
[72]     0.0    0.00    0.00      22         std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [72]
                0.00    0.00      22/22          std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [74]
-----------------------------------------------
                0.00    0.00      22/22          std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [66]
[73]     0.0    0.00    0.00      22         std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [73]
                0.00    0.00      22/22          __gnu_cxx::new_allocator<Bond>::deallocate(Bond*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00      22/22          std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [72]
[74]     0.0    0.00    0.00      22         std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [74]
                0.00    0.00      22/22          __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [70]
-----------------------------------------------
                0.00    0.00      22/22          Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [78]
[75]     0.0    0.00    0.00      22         Bond* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [75]
                0.00    0.00      22/22          Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [82]
-----------------------------------------------
                0.00    0.00      22/22          Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [77]
[76]     0.0    0.00    0.00      22         Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [76]
                0.00    0.00      22/22          Bond* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Bond>(Bond const*, Bond const*, Bond*) [71]
-----------------------------------------------
                0.00    0.00      22/22          Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [82]
[77]     0.0    0.00    0.00      22         Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [77]
                0.00    0.00      66/66          Bond* std::__niter_base<Bond*>(Bond*) [53]
                0.00    0.00      22/22          Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [76]
-----------------------------------------------
                0.00    0.00      22/22          Bond* std::__uninitialized_copy_a<std::move_iterator<Bond*>, Bond*, Bond>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*, std::allocator<Bond>&) [79]
[78]     0.0    0.00    0.00      22         Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [78]
